UPN,N_Y,E_X,Elv_Z,Source,Date_Scanned,Detected,Pile_Height,Top_X,Top_Y,Top_Z,Bot_X,Bot_Y,Bot_Z,Lean_East_Deg,Lean_North_Deg,Tracker_Slope_Pct,Elv_Dz_Deg,Abs_Elv_Dz,Bot_X_1ft,Bot_Y_1ft,Bot_Z_1ft
37140,366163.232,2262007.17,883.489,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37141,366189.983,2262007.168,883.26,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37142,366216.412,2262007.153,883.527,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37143,366243.048,2262007.194,883.876,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37144,366269.628,2262007.19,884.327,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37145,365874.115,2261987.672,885.65,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37146,365900.712,2261987.697,885.038,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37147,365927.323,2261987.684,885.087,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37148,365953.864,2261987.715,885.797,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37149,365980.417,2261987.709,886.311,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37150,366007.121,2261987.72,886.12,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37151,366033.727,2261987.705,885.102,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37152,366060.28,2261987.658,884.307,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37153,366109.997,2261987.729,883.917,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37154,366136.577,2261987.715,883.894,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37155,366163.311,2261987.639,884.082,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37156,366189.875,2261987.649,884.062,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37157,366216.507,2261987.632,884.281,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37158,366243.081,2261987.694,884.998,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37159,366269.67,2261987.693,885.667,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37160,365927.244,2262007.246,884.853,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37161,365900.825,2262007.219,884.846,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37162,365874.068,2262007.163,885.683,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37163,366269.616,2262026.796,884.055,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37164,365900.596,2262046.209,885.283,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37165,365927.26,2262046.264,884.776,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37166,365953.818,2262046.386,884.84,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37167,365980.469,2262046.299,885.579,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37168,366007.083,2262046.175,885.349,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37169,366033.632,2262046.272,884.354,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37170,366060.181,2262046.262,883.614,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37171,366109.927,2262046.27,883.164,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37172,366136.653,2262046.266,883.417,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37173,366163.246,2262046.264,883.276,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37174,366189.873,2262046.29,882.807,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37175,366216.398,2262046.285,882.734,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37176,366243.009,2262046.264,882.571,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37177,365873.925,2261968.241,885.566,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37178,366269.569,2262046.26,882.982,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37179,365900.53,2262026.788,885.028,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37180,365927.27,2262026.791,884.809,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37181,365953.705,2262026.875,884.975,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37182,365980.373,2262026.828,885.397,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37183,366007.017,2262026.823,885.576,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37184,366033.521,2262026.827,884.047,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37185,366060.125,2262026.781,883.514,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37186,366110.063,2262026.756,883.553,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37187,366136.683,2262026.771,883.685,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37188,366163.073,2262026.825,883.33,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37189,366189.842,2262026.78,882.928,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37190,366216.341,2262026.739,882.856,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37191,366242.882,2262026.805,882.99,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37192,365873.959,2262026.784,886.436,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37193,365900.593,2261968.248,885.062,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37194,365927.196,2261968.225,885.414,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37195,365953.898,2261968.278,886.408,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37196,366033.558,2261929.238,887.717,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37197,366060.112,2261929.275,886.738,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37198,366109.949,2261929.253,885.672,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37199,366136.551,2261929.239,885.596,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37200,366163.15,2261929.223,886.201,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37201,366189.73,2261929.279,886.885,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37202,366216.309,2261929.266,887.494,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37203,366242.872,2261929.222,888.511,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37204,366269.487,2261929.186,889.297,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37205,365874.041,2262085.19,887.006,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37206,365900.716,2262085.226,885.38,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37207,365927.272,2262085.244,884.571,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37208,365953.813,2262085.295,883.949,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37209,366006.957,2261929.326,887.852,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37210,365980.461,2262085.194,883.955,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37211,366033.509,2262085.196,883.74,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37212,366060.217,2262085.228,883.205,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37213,366109.996,2262085.178,884.249,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37214,366136.487,2262085.208,884.487,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37215,366162.965,2262085.249,884.123,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37216,366189.756,2262085.201,883.277,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37217,366216.315,2262085.214,882.531,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37218,366242.911,2262085.22,882.213,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37219,366269.554,2262085.22,882.192,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37224,366007.02,2262085.225,884.128,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37225,365874.024,2262046.222,886.687,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37226,365980.413,2261929.341,887.968,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37227,365927.176,2261929.283,885.844,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37228,365980.515,2261968.222,886.729,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37229,366007.193,2261968.245,886.922,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37230,366033.699,2261968.224,885.869,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37231,366060.282,2261968.199,884.942,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37232,366110.198,2261968.194,884.477,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37233,366136.699,2261968.225,884.424,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37234,366163.307,2261968.213,884.541,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37235,366189.869,2261968.198,884.922,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37236,366216.512,2261968.218,885.047,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37237,366243.05,2261968.193,885.754,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37238,366269.677,2261968.21,886.955,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37239,365873.98,2261948.796,885.434,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37240,365900.557,2261948.79,885.064,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37241,365953.738,2261929.415,887.095,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37242,365927.161,2261948.758,885.733,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37243,365980.349,2261948.776,887.222,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37244,366007.02,2261948.805,887.449,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37245,366033.562,2261948.724,886.872,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37246,366060.143,2261948.737,886.16,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37247,366110.026,2261948.772,885.28,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37248,366136.521,2261948.799,884.912,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37249,366163.261,2261948.778,885.758,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37250,366189.798,2261948.773,885.861,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37251,366216.393,2261948.758,886.247,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37252,366242.95,2261948.751,887.034,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37253,366269.735,2261948.817,888.432,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37254,365874.0,2261929.272,885.413,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37255,365900.58,2261929.292,885.352,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37256,365953.774,2261948.798,886.927,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37258,366269.462,2262065.758,882.571,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37259,366216.281,2262065.764,882.185,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37339,365873.943,2262065.76,886.48,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37340,365900.545,2262065.749,885.336,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37341,365927.166,2262065.75,884.873,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37342,365953.799,2262065.724,884.557,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37343,365980.413,2262065.743,884.844,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37344,366006.892,2262065.737,884.73,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37345,366033.494,2262065.718,883.954,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37346,366060.127,2262065.794,883.272,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37347,366110.048,2262065.746,883.659,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37348,366136.565,2262065.748,883.52,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37349,366163.224,2262065.758,883.695,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37350,366189.651,2262065.75,883.054,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
37352,366242.908,2262065.774,882.329,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39119,365966.81,2261792.845,888.408,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39120,365988.992,2261792.832,888.779,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39121,365966.822,2261812.377,887.367,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39122,365989.079,2261812.321,888.054,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39123,365966.824,2261831.814,887.115,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39124,365989.109,2261831.775,887.593,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39125,365966.857,2261851.276,886.871,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39126,365989.09,2261851.281,887.868,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39576,365322.35,2261617.153,894.638,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39577,365348.857,2261617.112,893.834,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39578,365322.22,2261597.703,893.987,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39579,365348.794,2261597.693,893.409,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39580,365322.27,2261578.167,893.712,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39581,365348.677,2261578.179,893.063,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39582,365322.244,2261558.677,893.031,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39583,365348.847,2261558.704,892.444,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39591,365348.892,2261636.744,894.959,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39593,365322.315,2261636.773,895.459,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39594,365322.261,2261929.259,902.14,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39602,365322.342,2262007.266,902.521,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39603,365348.926,2262007.256,902.248,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39604,365322.191,2261987.664,901.99,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39605,365348.963,2261987.709,901.901,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39606,365322.332,2261968.234,902.15,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39607,365348.996,2261968.24,901.949,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39608,365322.22,2261948.791,902.027,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39609,365348.954,2261948.775,901.97,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
39610,365348.88,2261929.221,902.025,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40651,365349.086,2261851.235,901.211,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40652,365770.885,2261851.233,886.838,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40653,365797.503,2261851.262,886.75,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40654,365322.502,2261870.669,901.293,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40655,365349.089,2261870.738,901.7,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40656,365770.936,2261870.761,886.777,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40657,365797.51,2261870.761,886.604,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40658,365322.551,2261890.217,902.098,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40659,365349.103,2261890.235,901.707,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40660,365770.907,2261890.208,886.715,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40661,365797.407,2261890.325,886.276,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40662,365322.494,2261909.765,901.572,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40663,365349.117,2261909.667,901.814,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40664,365770.926,2261909.718,886.943,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40665,365797.506,2261909.761,886.67,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40666,365322.424,2261851.265,901.66,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40667,365847.546,2261909.734,886.221,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40668,365797.446,2261831.759,887.157,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40669,365349.006,2261831.762,900.628,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40670,365770.867,2261753.82,888.664,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40671,365797.362,2261753.75,888.452,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40672,365322.311,2261773.304,900.001,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40673,365348.984,2261773.357,899.501,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40674,365770.872,2261773.316,887.801,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40675,365797.559,2261773.269,888.327,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40676,365322.346,2261792.8,900.968,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40677,365348.991,2261792.783,900.266,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40678,365770.89,2261792.802,887.387,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40679,365797.446,2261792.777,887.46,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40680,365322.384,2261812.245,901.449,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40681,365348.857,2261812.292,900.398,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40682,365770.909,2261812.355,887.012,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40683,365797.512,2261812.316,886.879,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40684,365322.476,2261831.715,901.1,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40685,365770.847,2261831.795,886.951,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40686,365874.053,2261909.703,884.618,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40687,365847.378,2261734.303,890.503,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40688,365873.999,2261734.336,889.94,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40715,365348.814,2261753.809,898.77,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40726,365322.306,2261753.811,899.623,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40727,365770.973,2261734.236,889.301,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40771,365322.301,2261656.273,896.683,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40772,365348.926,2261656.23,895.476,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40773,365322.375,2261675.79,897.806,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40774,365349.021,2261675.781,897.155,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40775,365322.329,2261695.298,898.593,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40776,365348.946,2261695.3,897.463,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40777,365322.435,2261714.813,898.378,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40778,365348.908,2261714.768,898.129,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40779,365322.409,2261734.198,899.422,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40780,365348.949,2261734.225,898.85,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40792,365797.533,2261734.338,890.174,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40959,366203.432,2262163.144,883.009,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40960,366181.168,2262163.168,883.994,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40974,366322.707,2262104.81,882.207,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40976,366296.015,2262104.825,882.088,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40983,366203.405,2262182.713,882.531,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40984,366181.199,2262182.723,883.419,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40985,365874.297,2262182.611,890.838,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
40986,365847.711,2262182.761,893.303,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43418,366296.14,2262065.87,882.631,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43419,366322.73,2262065.692,882.597,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43420,366296.217,2262046.304,883.713,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43421,366322.622,2262046.344,884.048,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43422,366296.095,2262026.839,884.464,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43423,366322.75,2262026.77,886.0,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43424,366296.235,2262007.211,885.647,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43425,366322.804,2262007.122,887.359,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43426,366296.181,2261987.708,887.073,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43427,366322.803,2261987.705,888.599,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43428,366296.203,2261968.16,887.892,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43429,366322.729,2261968.172,889.697,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43431,366296.151,2261948.82,889.127,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43450,366322.622,2261948.752,890.547,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43451,366296.057,2261929.271,890.146,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43452,366322.605,2261929.297,891.271,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43472,366296.089,2262085.33,882.165,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43473,366322.765,2262085.315,882.038,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43640,365797.549,2261597.72,892.942,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43641,365797.536,2261617.184,892.263,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43642,365797.577,2261636.768,892.632,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43643,365797.294,2261929.278,886.919,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43644,365797.26,2261948.75,887.265,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43645,365797.334,2261968.204,887.593,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43646,365797.412,2261987.604,888.05,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43647,365797.318,2262007.193,888.872,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43655,365797.681,2261578.2,893.759,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
43657,365797.534,2261558.731,894.439,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
44519,365797.779,2261714.779,891.106,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
44520,365797.544,2261695.344,891.495,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
44521,365797.561,2261675.848,892.009,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
44522,365797.561,2261656.314,892.796,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
44534,366322.743,2261909.766,892.193,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
44536,365847.525,2261656.311,893.454,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
44537,366322.53,2261734.298,899.659,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
44543,366819.862,2261851.296,905.818,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
44544,366344.679,2261851.286,895.614,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
44545,366819.849,2261831.858,905.973,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
44546,366344.661,2261831.864,896.688,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
44547,366322.745,2261714.9,899.951,BS_INV-22_B_S03,1/12/2026,,,,,,,,,,,,,,,,
