43385,367316.586,2260739.682,889.905,
43386,367290.109,2260720.113,890.088,
43387,367316.608,2260720.183,889.002,
43388,367290.025,2260700.746,889.548,
43389,367316.581,2260700.676,888.433,
43390,367289.914,2260681.164,888.944,
43768,366841.981,2260915.298,917.963,
43769,366841.972,2260934.711,918.151,
43966,366841.998,2260954.263,918.503,
44501,366842.185,2260856.756,917.904,
44601,366841.949,2261051.698,920.573,
44603,366841.929,2261071.176,920.936,
44605,366841.910,2261090.691,921.266,
44607,366841.920,2261110.214,921.454,
44609,366841.992,2261129.778,921.409,
44631,366841.973,2261032.122,920.111,
45304,366841.840,2261149.217,921.067,
45359,367316.666,2260798.152,892.735,
45360,366842.156,2260798.250,918.310,
45365,367316.762,2260817.689,893.534,
45366,366842.223,2260817.752,918.304,
45371,367316.804,2260837.193,894.577,
45372,366842.212,2260837.300,918.083,
45435,366841.901,2260622.742,910.518,
45436,366842.014,2260642.213,911.321,
45437,366842.022,2260661.761,912.451,
45438,366841.968,2260681.245,913.384,
45439,366841.916,2260700.686,914.461,
45440,366842.025,2260720.253,915.410,
45441,366842.133,2260739.721,916.350,
45442,366842.112,2260759.138,917.415,
45443,366842.101,2260778.729,918.157,
45450,366841.978,2260603.234,909.310,
45452,366841.914,2260583.817,908.320,
45453,366841.880,2260544.745,906.424,
45469,366841.792,2260564.231,907.420,
46177,367079.354,2260915.165,906.742,
46180,367079.385,2260973.679,909.108,
