UPN,N_Y,E_X,Elv_Z,Source
40707,366841.929,2262143.736,898.307,BS_INV-15_B_S01
40720,366841.97,2262124.164,898.989,BS_INV-15_B_S01
40721,366868.479,2262124.212,899.882,BS_INV-15_B_S01
40722,367290.411,2262124.192,909.295,BS_INV-15_B_S01
40723,367317.061,2262124.156,910.031,BS_INV-15_B_S01
42072,366868.508,2262221.74,894.766,BS_INV-15_B_S01
42073,367290.333,2262221.682,905.758,BS_INV-15_B_S01
42074,367316.949,2262221.722,906.793,BS_INV-15_B_S01
42075,366841.843,2262202.271,895.404,BS_INV-15_B_S01
42076,366868.447,2262202.282,895.602,BS_INV-15_B_S01
42077,367290.329,2262202.191,906.58,BS_INV-15_B_S01
42078,367316.948,2262202.244,906.89,BS_INV-15_B_S01
42087,366841.844,2262221.755,893.506,BS_INV-15_B_S01
42090,366868.365,2262241.288,892.108,BS_INV-15_B_S01
42093,366841.838,2262299.707,888.355,BS_INV-15_B_S01
42094,366868.396,2262299.724,889.926,BS_INV-15_B_S01
42095,367290.353,2262299.841,901.866,BS_INV-15_B_S01
42096,367316.916,2262299.829,902.242,BS_INV-15_B_S01
42097,366841.849,2262280.258,889.514,BS_INV-15_B_S01
42098,366868.421,2262280.242,890.652,BS_INV-15_B_S01
42099,367290.334,2262280.188,903.838,BS_INV-15_B_S01
42100,367316.978,2262280.2,903.721,BS_INV-15_B_S01
42101,366841.837,2262260.788,890.65,BS_INV-15_B_S01
42102,366868.401,2262260.657,890.769,BS_INV-15_B_S01
42103,367290.318,2262260.895,905.704,BS_INV-15_B_S01
42104,367316.916,2262260.739,905.885,BS_INV-15_B_S01
42105,366841.857,2262241.245,891.691,BS_INV-15_B_S01
44029,367316.944,2262046.15,914.885,BS_INV-15_B_S01
44030,367316.962,2262065.693,913.528,BS_INV-15_B_S01
44031,367316.972,2262085.158,911.772,BS_INV-15_B_S01
44032,367317.009,2262104.635,910.889,BS_INV-15_B_S01
44445,367316.97,2262338.779,900.936,BS_INV-15_B_S01
44446,367316.978,2262319.323,901.026,BS_INV-15_B_S01
44447,367316.939,2262358.285,899.903,BS_INV-15_B_S01
44448,367316.905,2262377.666,898.812,BS_INV-15_B_S01
44449,367316.924,2262397.199,897.47,BS_INV-15_B_S01
44450,367316.941,2262416.779,896.332,BS_INV-15_B_S01
46914,367079.289,2262397.507,891.44,BS_INV-15_B_S01
46915,367079.34,2262416.909,891.475,BS_INV-15_B_S01
47482,367079.388,2262241.345,899.781,BS_INV-15_B_S01
